Iteration,Layer,Index,Bit
13069,classifier[6],18483,4
13070,features[25],1617059,2
13071,classifier[6],27186,2
13072,features[4],19255,0
13073,features[0],1592,4
13074,features[15],340337,2
13075,features[18],2170068,0
13076,features[4],40146,1
13077,classifier[3],3727982,2
13078,features[22],522405,1
13079,features[4],22832,3
13080,classifier[6],18688,2
13081,features[0],675,2
13082,features[18],1936275,0
13083,classifier[3],4483980,2
13084,classifier[6],19924,1
13085,features[11],116095,2
13086,classifier[0],120924,3
13087,features[18],1753238,3
13088,features[22],829326,1
13089,features[15],613184,4
13090,features[11],412696,3
13091,classifier[0],1133689,1
13092,features[22],59487,2
13093,features[15],553681,3
13094,features[22],1658858,4
13095,features[0],655,2
13096,features[18],947847,3
13097,features[25],359188,0
13098,classifier[3],12726246,1
13099,features[15],1439,2
13100,features[18],1832470,4
13101,features[8],188933,1
13102,features[8],95522,3
13103,features[11],415716,0
13104,features[8],81089,0
13105,features[18],1096430,0
13106,classifier[3],5800624,4
13107,features[25],1043554,0
13108,features[15],1052468,2
13109,classifier[6],29807,3
13110,features[22],1248402,2
13111,features[0],510,4
13112,classifier[3],13686037,0
13113,features[18],1444079,4
13114,features[0],875,0
13115,features[4],65298,1
13116,features[15],630351,4
13117,features[18],1857748,1
13118,classifier[3],4220169,1
13119,classifier[0],1340465,1
13120,classifier[0],1018960,4
13121,classifier[0],1833173,4
13122,classifier[3],4768632,2
13123,features[25],2236379,4
13124,features[0],1542,0
13125,features[22],1343927,0
13126,classifier[0],1315568,0
13127,classifier[6],1822,3
13128,features[22],2275243,4
13129,classifier[0],536055,1
13130,classifier[3],504714,0
13131,features[0],1471,4
13132,features[15],624937,2
13133,classifier[0],2043819,4
13134,features[25],364200,1
13135,features[4],61948,3
13136,classifier[6],35443,0
13137,features[0],518,3
13138,classifier[3],6903801,2
13139,features[4],6381,4
13140,classifier[6],5508,1
13141,classifier[6],21136,1
13142,classifier[0],933450,0
13143,features[15],382101,4
13144,features[8],51193,4
13145,features[18],2144931,0
13146,features[22],237472,3
13147,features[18],2019094,1
13148,features[15],564385,3
13149,classifier[0],2040896,3
13150,classifier[6],7798,0
13151,classifier[6],17424,1
13152,features[11],353451,1
13153,classifier[0],1274514,0
13154,features[4],70599,0
13155,features[22],1153090,2
13156,features[18],1764775,1
13157,classifier[6],25005,3
13158,features[0],1499,0
13159,features[15],521052,2
13160,classifier[3],9986020,1
13161,features[0],1339,4
13162,features[4],63114,1
13163,classifier[3],201295,0
13164,features[18],2266612,3
13165,classifier[6],23473,0
13166,classifier[0],52492,0
13167,classifier[6],39631,1
13168,features[4],49923,1
13169,features[8],1676,1
13170,features[22],1689223,2
13171,features[11],438432,2
13172,classifier[6],27214,2
13173,classifier[3],4542235,3
13174,features[25],457483,2
13175,features[0],1621,3
13176,features[15],403650,2
13177,features[8],67367,3
13178,features[8],107216,1
13179,features[18],1605942,4
13180,classifier[3],13345545,0
13181,classifier[0],948693,2
13182,features[25],795143,3
13183,features[15],2773,0
13184,features[4],26670,1
13185,features[8],153577,2
13186,classifier[6],1659,0
13187,features[22],366023,3
13188,features[15],314106,0
13189,features[15],378446,1
13190,classifier[6],26810,3
13191,classifier[6],12172,3
13192,classifier[6],5900,2
13193,features[15],1149165,1
13194,features[11],203619,4
13195,features[25],868951,3
13196,features[15],225693,2
13197,features[0],52,0
13198,features[22],651598,2
13199,features[15],1072644,2
13200,features[25],349587,3
13201,features[15],431634,2
13202,features[18],1024637,4
13203,features[18],2172697,3
13204,features[4],29060,3
13205,features[11],474069,4
13206,features[15],118455,3
13207,features[15],70225,0
13208,classifier[0],1716707,0
13209,features[18],422688,4
13210,classifier[6],1098,1
13211,features[8],124676,2
13212,features[25],1947406,2
13213,classifier[3],15035003,0
13214,features[15],34877,4
13215,features[4],12939,0
13216,features[18],825298,2
13217,features[15],73545,0
13218,classifier[6],23085,0
13219,features[0],1340,1
13220,classifier[0],518862,4
13221,features[22],751817,3
13222,features[8],7610,4
13223,features[4],24623,2
13224,features[15],833221,2
13225,classifier[3],1377304,3
13226,features[8],285388,0
13227,features[25],35729,2
13228,classifier[0],1890354,4
13229,features[22],252483,2
13230,features[11],391201,1
13231,features[8],238147,4
13232,features[15],277355,2
13233,features[15],187117,4
13234,features[25],661394,1
13235,classifier[3],4177915,0
13236,features[4],18912,0
13237,features[22],348226,3
13238,features[4],20951,2
13239,features[18],1173357,4
13240,features[4],56663,2
13241,features[22],1456380,0
13242,features[4],61227,0
13243,classifier[0],406982,1
13244,features[15],50082,0
13245,features[0],1611,2
13246,features[25],2166545,2
13247,features[4],63290,3
13248,features[8],182923,2
13249,features[22],797142,0
13250,features[18],1741308,4
13251,features[0],1558,1
13252,classifier[3],7564744,0
13253,classifier[3],15957018,4
13254,classifier[3],4612262,4
13255,features[4],11370,1
13256,features[22],815155,0
13257,features[22],1097540,1
13258,features[4],41558,3
13259,features[4],29765,0
13260,features[18],72048,4
13261,classifier[3],8991594,2
13262,features[18],1843282,0
13263,features[15],523336,3
13264,classifier[0],1109269,1
13265,classifier[3],12909202,4
13266,classifier[0],877619,0
13267,features[18],558373,4
13268,classifier[0],1026711,1
13269,classifier[0],1624945,3
13270,features[11],287587,2
13271,features[22],782994,2
13272,features[15],598834,3
13273,features[22],1328331,1
13274,features[0],788,0
13275,features[18],2346806,0
13276,features[25],239116,3
13277,classifier[6],38841,0
13278,features[4],67834,4
13279,features[0],703,1
13280,features[8],124055,0
13281,features[22],2295344,3
13282,features[15],50287,2
13283,features[22],1769454,1
13284,features[18],2041512,3
13285,features[8],261405,4
13286,features[15],925891,2
13287,features[18],551594,3
13288,features[15],634464,0
13289,classifier[6],38668,1
13290,classifier[0],1844504,3
13291,features[0],1695,3
13292,features[11],307420,0
13293,features[8],75537,1
13294,features[18],541065,0
13295,features[25],2276624,2
13296,features[22],508147,4
13297,features[15],259107,2
13298,classifier[3],3739118,4
13299,features[22],580164,4
13300,features[11],424685,2
13301,features[15],183424,4
13302,features[4],10790,1
13303,features[18],296750,2
13304,classifier[6],8977,1
13305,classifier[3],10137319,2
13306,features[0],1477,3
13307,features[4],19026,4
13308,classifier[0],237896,0
13309,features[22],1856502,3
13310,features[11],144286,3
13311,features[18],2143784,4
13312,features[22],1840771,0
13313,classifier[0],400897,1
13314,features[0],397,3
13315,classifier[0],1533939,4
13316,features[18],1964275,2
13317,features[8],145370,4
13318,features[11],100451,2
13319,features[8],96551,4
13320,features[8],255283,1
13321,features[4],52236,4
13322,features[8],65466,3
13323,features[4],32368,1
13324,features[25],299143,3
13325,features[4],30885,3
13326,classifier[3],1770540,1
13327,classifier[3],1855364,3
13328,features[18],1257550,2
13329,classifier[6],18186,0
13330,features[11],574192,1
13331,features[11],546,3
13332,features[4],38619,4
13333,features[8],54719,0
13334,classifier[6],4316,2
13335,features[8],204015,0
13336,features[15],339579,3
13337,features[25],2312892,3
13338,features[4],62648,0
13339,classifier[3],3452929,4
13340,features[15],358582,2
13341,features[8],204265,2
13342,features[25],688717,1
13343,features[22],2230196,2
13344,features[25],1351740,2
13345,features[8],173968,2
13346,features[11],318414,2
13347,classifier[0],82068,2
13348,features[18],2201899,2
13349,features[11],587838,0
13350,classifier[3],12944623,0
13351,classifier[3],777844,2
13352,features[15],755168,1
13353,features[25],580897,3
13354,features[18],424855,2
13355,features[8],9161,0
13356,classifier[6],5892,1
13357,features[11],348682,2
13358,classifier[0],1625007,0
13359,classifier[6],7501,1
13360,features[22],1092005,4
13361,features[18],1383980,0
13362,features[11],347284,3
13363,features[0],377,1
13364,classifier[3],7456098,4
13365,features[4],68151,1
13366,features[18],2134754,4
13367,classifier[3],6738884,1
13368,classifier[6],9381,2
13369,classifier[6],27254,3
13370,features[8],62486,4
13371,features[4],31056,0
13372,features[0],1113,2
13373,features[25],72667,3
13374,features[22],644699,3
13375,features[4],29936,0
13376,features[4],38040,1
13377,classifier[0],927451,3
13378,features[25],410413,0
13379,classifier[0],1862254,3
13380,features[25],2346720,2
13381,features[25],1567073,0
13382,features[22],744526,1
13383,features[22],1402523,1
13384,features[8],90731,1
13385,classifier[6],34526,1
13386,features[0],1626,0
13387,features[4],8577,1
13388,features[25],2165316,4
13389,features[22],533335,1
13390,features[18],1647939,0
13391,features[0],1384,4
13392,classifier[3],4762855,3
13393,features[11],65475,3
13394,features[0],923,3
13395,features[4],51717,1
13396,features[8],98317,1
13397,classifier[6],12841,3
13398,features[8],257837,0
13399,features[22],1547543,1
13400,classifier[0],528274,2
13401,features[0],341,1
13402,features[18],1133724,1
13403,features[8],272743,0
13404,features[18],995253,0
13405,features[0],526,0
13406,features[25],821343,4
13407,features[11],309733,4
13408,features[0],1110,4
13409,features[22],1465922,3
13410,features[8],36443,1
13411,classifier[6],18431,1
13412,classifier[6],8226,2
13413,features[22],542064,1
13414,features[0],1352,3
13415,classifier[0],1725444,1
13416,features[8],89282,1
13417,features[0],473,4
13418,features[4],25819,0
13419,features[18],232086,0
13420,features[11],257169,2
13421,features[8],67761,2
13422,features[15],656810,0
13423,features[18],1850641,1
13424,classifier[6],27220,1
13425,features[15],266756,1
13426,classifier[0],705640,3
13427,features[22],1488443,1
13428,classifier[0],801075,3
13429,features[0],512,4
13430,features[15],685392,0
13431,classifier[0],1654433,1
13432,features[25],517552,2
13433,features[4],72802,0
13434,features[0],1162,4
13435,features[8],138413,1
13436,classifier[6],30834,3
13437,features[11],507674,1
13438,features[25],336327,1
13439,features[15],194763,2
13440,features[25],1417328,4
13441,features[11],177868,3
13442,features[11],573940,1
13443,classifier[0],1825955,0
13444,features[18],541451,4
13445,features[8],40771,1
13446,classifier[3],4036741,2
13447,features[8],48256,1
13448,features[22],926088,4
13449,features[15],183122,1
13450,features[18],2147905,2
13451,features[18],469864,4
13452,features[4],57148,3
13453,features[15],410197,2
13454,classifier[3],14912364,3
13455,classifier[0],217787,1
13456,classifier[6],7542,2
13457,features[11],539832,1
13458,features[15],926857,3
13459,features[15],195058,3
13460,features[18],28261,0
13461,features[0],1348,1
13462,features[25],262463,0
13463,classifier[6],10881,2
13464,features[8],275758,4
13465,features[8],126027,1
13466,features[4],49374,2
13467,classifier[6],7038,4
13468,features[4],72849,0
13469,features[22],2353205,2
13470,features[18],1747766,1
13471,features[18],996779,2
13472,features[22],699216,0
13473,features[22],1555664,0
13474,classifier[6],4855,3
13475,features[25],2279242,2
13476,features[15],549915,4
13477,features[15],301341,1
13478,classifier[6],20646,3
13479,features[15],472256,2
13480,classifier[0],670311,4
13481,classifier[0],1640678,3
13482,classifier[3],788146,4
13483,features[25],1294429,0
13484,classifier[6],14235,4
13485,features[22],233346,4
13486,features[0],167,2
13487,features[0],228,0
13488,features[18],590639,4
13489,classifier[0],1204048,4
13490,features[11],566483,0
13491,features[4],29752,4
13492,features[18],1241092,4
13493,features[8],83703,1
13494,features[4],851,2
13495,classifier[0],523476,3
13496,features[22],770373,1
13497,classifier[0],185934,1
13498,features[18],707336,4
13499,features[15],59350,3
13500,features[0],249,2
13501,classifier[6],29284,4
13502,features[0],198,2
13503,features[15],973561,3
13504,classifier[6],25730,3
13505,classifier[3],8996346,3
13506,classifier[6],35398,0
13507,features[22],1579001,1
13508,features[0],512,3
13509,features[8],238221,3
13510,features[4],63538,0
13511,classifier[6],20736,3
13512,features[18],1869753,1
13513,features[4],11280,2
13514,classifier[6],4940,1
13515,features[22],1865759,4
13516,classifier[3],3964611,2
13517,classifier[3],11684270,2
13518,features[22],1782108,0
13519,features[22],872921,0
13520,classifier[3],2074953,0
13521,classifier[0],1939987,4
13522,classifier[0],155545,4
13523,features[25],1183821,1
13524,features[11],165869,0
13525,features[22],85689,3
13526,features[25],2186052,3
13527,features[8],141352,4
13528,classifier[3],1534249,1
13529,classifier[3],11193295,4
13530,classifier[6],31267,4
13531,features[8],91258,3
13532,features[11],542366,2
13533,features[22],1161808,3
13534,features[8],205511,0
13535,classifier[0],1404213,2
13536,features[8],147348,0
13537,features[22],1462069,4
13538,features[8],125914,1
13539,features[18],411994,2
13540,classifier[3],15774267,3
13541,features[15],1150410,2
13542,features[11],430072,4
13543,classifier[6],19598,4
13544,features[15],1111536,3
13545,features[0],697,1
13546,classifier[3],124363,0
13547,classifier[3],8497205,2
13548,classifier[0],146659,4
13549,classifier[3],2367145,2
13550,features[11],355023,2
13551,features[11],186006,0
13552,features[11],422875,2
13553,features[4],7218,4
13554,features[11],57798,1
13555,features[11],62258,2
13556,features[0],949,3
13557,features[22],1030131,2
13558,features[18],31971,1
13559,features[8],196417,4
13560,classifier[3],193858,0
13561,features[15],258751,3
13562,features[11],97386,4
13563,classifier[3],5431585,3
13564,features[15],343134,0
13565,classifier[3],2083332,0
13566,features[4],58372,2
13567,features[22],2323277,0
13568,features[18],1458941,3
13569,features[0],1412,3
13570,features[22],438508,4
13571,features[18],592093,0
13572,features[15],42295,4
13573,features[22],749629,2
13574,features[0],365,1
13575,classifier[0],1646270,2
13576,features[18],819272,2
13577,classifier[6],30481,4
13578,classifier[0],617412,1
13579,features[18],325224,3
13580,classifier[6],34759,1
13581,features[25],307225,2
13582,features[4],25473,4
13583,classifier[6],5638,1
13584,features[25],2224781,0
13585,features[11],473265,1
13586,features[4],3313,0
13587,classifier[6],28477,3
13588,features[0],1128,1
13589,classifier[6],22456,4
13590,classifier[3],14395443,1
13591,features[4],25833,1
13592,features[4],59574,1
13593,features[18],1535616,2
13594,features[25],383996,0
13595,features[4],31305,4
13596,features[25],2339901,3
13597,classifier[6],15016,0
13598,features[15],278675,4
13599,features[8],56706,3
13600,features[11],124391,4
13601,features[11],97451,1
13602,features[8],229664,3
13603,features[15],796518,2
13604,classifier[6],23594,1
13605,features[18],677212,0
13606,features[8],199459,1
13607,features[22],2118998,2
13608,features[18],2006298,1
13609,features[11],557729,0
13610,features[4],62387,0
13611,classifier[0],1177572,3
13612,classifier[6],5397,2
13613,features[0],22,2
13614,features[15],413412,0
13615,features[22],2173509,0
13616,features[11],541827,1
13617,features[0],293,3
13618,features[18],2312967,2
13619,features[15],901718,0
13620,features[11],435462,0
13621,features[22],2203329,1
13622,features[18],739770,0
13623,features[18],378507,2
13624,features[22],1528115,0
13625,features[0],298,3
13626,classifier[3],7384015,2
13627,classifier[6],4142,3
13628,classifier[0],103403,0
13629,features[8],240514,2
13630,features[22],1709329,3
13631,classifier[3],8230792,3
13632,features[22],1279794,4
13633,features[0],1449,3
13634,classifier[3],7570510,4
13635,classifier[3],6370998,2
13636,features[0],1710,2
13637,features[15],525263,4
13638,features[4],36639,1
13639,features[25],1755678,0
13640,features[0],1403,1
13641,features[8],90768,3
13642,features[0],997,2
13643,classifier[0],138834,3
13644,features[0],149,4
13645,features[25],187641,4
13646,features[15],527050,3
13647,features[11],128845,3
13648,features[0],52,0
13649,classifier[6],21738,3
13650,features[18],1858889,3
13651,features[0],1094,0
13652,classifier[3],14363704,0
13653,features[22],2291328,0
13654,features[25],996359,1
13655,classifier[0],1892858,0
13656,features[18],904458,4
13657,features[4],55722,0
13658,features[11],215810,3
13659,features[8],231037,4
13660,classifier[6],4766,4
13661,features[15],749763,2
13662,classifier[3],7804306,1
13663,classifier[6],19569,4
13664,features[4],21217,0
13665,features[15],529953,2
13666,classifier[0],1546199,4
13667,features[11],146373,1
13668,features[11],511881,3
13669,features[22],377682,2
13670,features[8],58643,3
13671,features[11],530146,0
13672,features[0],983,0
13673,features[11],431722,4
13674,features[4],48503,1
13675,features[22],2216809,3
13676,features[15],7113,4
13677,classifier[0],1917676,2
13678,features[0],1640,0
13679,features[25],1204444,1
13680,features[11],199859,3
13681,features[18],2020035,2
13682,features[18],639448,2
13683,classifier[6],28405,4
13684,features[8],148759,2
13685,features[0],1261,1
13686,classifier[0],145847,0
13687,classifier[3],6353301,0
13688,features[25],319650,1
13689,features[18],335630,1
13690,features[18],341323,4
13691,features[22],538125,4
13692,features[15],1077420,4
13693,features[15],949523,4
13694,features[0],228,0
13695,features[11],7754,1
13696,features[22],1744711,4
13697,features[18],1719291,4
13698,classifier[0],762552,3
13699,features[8],161179,2
13700,features[22],1973446,1
13701,features[15],178344,4
13702,classifier[0],1794876,4
13703,classifier[6],7051,0
13704,features[22],1126458,3
13705,features[25],340935,4
13706,features[22],1681642,0
13707,features[11],544260,0
13708,features[22],409688,3
13709,features[11],263198,2
13710,features[15],221850,0
13711,features[11],123041,0
13712,features[25],407592,3
13713,features[11],543774,1
13714,features[0],575,1
13715,features[25],1083255,1
13716,classifier[6],18718,1
13717,features[22],1855549,3
13718,features[18],155947,3
13719,classifier[6],27896,0
13720,features[25],136544,0
13721,features[0],557,2
13722,classifier[3],3446266,0
13723,classifier[0],899860,3
13724,features[4],13880,1
13725,features[15],149243,0
13726,features[25],1979944,3
13727,features[8],26433,4
13728,features[4],71130,4
13729,features[18],883723,2
13730,features[8],89171,4
13731,classifier[0],1977503,0
13732,features[11],120288,1
13733,features[25],510354,4
13734,classifier[3],7488397,4
13735,classifier[6],21645,1
13736,classifier[0],1487904,4
13737,features[11],361856,4
13738,features[18],2327327,0
13739,features[18],1359771,4
13740,features[22],1887394,0
13741,classifier[3],8755831,2
13742,classifier[0],170808,0
13743,classifier[0],742486,0
13744,features[25],947498,2
13745,classifier[3],7847342,1
13746,features[15],595499,0
13747,classifier[3],14138057,2
13748,classifier[0],1629270,1
13749,features[8],15346,0
13750,features[25],2189361,1
13751,features[11],429368,2
13752,features[11],519942,0
13753,features[0],447,1
13754,features[15],458339,4
13755,features[25],257644,4
13756,features[0],1592,0
13757,classifier[6],33489,1
13758,features[25],219017,4
13759,classifier[0],1949357,3
13760,features[8],42544,3
13761,features[18],1631947,1
13762,features[8],163693,1
13763,features[22],1368722,1
13764,features[11],212586,1
13765,features[4],43084,1
13766,classifier[0],941044,0
13767,features[22],1599385,1
13768,classifier[0],13529,1
13769,features[4],15433,2
13770,features[0],1324,4
13771,classifier[0],1766016,4
13772,features[8],4800,3
13773,features[22],1070216,0
13774,features[0],922,3
13775,features[15],511820,0
13776,classifier[6],40871,0
13777,features[25],609123,3
13778,features[25],890139,0
13779,features[15],53398,0
13780,classifier[0],1399253,0
13781,features[22],1891679,2
13782,features[0],535,1
13783,classifier[6],31555,1
13784,classifier[3],1259883,1
13785,features[8],116258,1
13786,features[0],1418,1
13787,features[0],42,1
13788,features[4],40914,3
13789,features[18],609332,0
13790,features[4],45269,0
13791,features[8],290137,1
13792,features[25],527647,3
13793,features[4],42390,4
13794,classifier[3],5268529,0
13795,features[4],69001,4
13796,features[25],1436144,0
13797,features[22],1409850,4
13798,features[25],575468,2
13799,features[22],1542771,0
13800,classifier[0],1118469,2
13801,features[11],197076,0
13802,classifier[3],4175254,3
13803,classifier[6],38826,4
13804,classifier[3],9048785,3
13805,features[18],2143079,4
13806,features[15],1155941,2
13807,classifier[6],11007,1
13808,features[18],521013,3
13809,features[8],124394,0
13810,features[25],596305,1
13811,features[0],245,2
13812,features[4],61408,0
13813,features[25],1522747,2
13814,features[25],407710,4
13815,features[15],147456,3
13816,features[4],22969,3
13817,features[4],31090,4
13818,features[22],624826,3
13819,features[25],2246554,2
13820,features[4],39477,2
13821,features[11],295480,2
13822,features[22],2242174,1
13823,features[4],22897,0
13824,features[8],122680,4
13825,classifier[0],1120859,2
13826,classifier[3],9702357,4
13827,features[25],1422063,4
13828,features[22],90214,3
13829,features[11],523380,0
13830,classifier[0],820102,0
13831,features[11],140296,2
13832,features[18],201613,2
13833,features[15],928353,1
13834,features[18],497948,2
13835,features[22],1493227,2
13836,features[8],79164,4
13837,features[25],297938,4
13838,features[22],1671699,0
13839,classifier[6],17666,2
13840,features[15],619167,2
13841,features[4],7610,1
13842,features[22],1648464,4
13843,features[18],2288543,2
13844,classifier[3],3727816,3
13845,classifier[6],38794,0
13846,classifier[6],38821,4
13847,features[8],238536,4
13848,features[11],200061,3
13849,features[25],820215,0
13850,features[8],248395,3
13851,features[15],108536,0
13852,features[22],939783,1
13853,features[25],2155560,0
13854,features[0],254,4
13855,classifier[3],15388435,2
13856,features[11],483442,0
13857,classifier[0],558459,0
13858,features[15],32342,2
13859,features[8],8406,1
13860,features[0],1669,1
13861,features[8],57967,4
13862,features[8],156642,0
13863,classifier[3],6029991,4
13864,features[22],525867,0
13865,classifier[0],1730025,0
13866,features[11],366927,4
13867,features[11],587254,3
13868,features[18],460216,4
13869,classifier[3],12256208,0
13870,classifier[3],5595045,0
13871,features[15],1140852,0
13872,features[25],1701423,3
13873,features[18],1829837,1
13874,features[0],292,3
13875,features[15],345068,0
13876,classifier[3],9429913,3
13877,classifier[3],13462975,2
13878,features[18],352588,4
13879,features[4],16073,4
13880,features[18],1710609,1
13881,features[18],252830,1
13882,features[18],1031506,1
13883,features[11],338523,3
13884,features[8],279952,0
13885,classifier[6],4543,4
13886,features[8],48127,4
13887,classifier[3],5558034,3
13888,features[18],1785531,0
13889,features[15],63602,2
13890,features[15],90545,3
13891,classifier[6],37957,0
13892,features[18],1511654,2
13893,features[11],468265,0
13894,features[15],1168792,1
13895,features[25],1271144,2
13896,features[22],1775114,2
13897,features[22],1755114,2
13898,features[22],1270151,1
13899,features[11],71922,2
13900,features[22],673945,2
13901,classifier[0],590132,4
13902,classifier[3],15841073,2
13903,features[0],175,1
13904,features[18],2042336,0
13905,features[11],250976,1
13906,features[4],40690,3
13907,classifier[3],9238943,4
13908,classifier[6],7606,2
13909,classifier[3],12043178,3
13910,features[22],2176081,4
13911,features[22],272244,0
13912,features[8],194670,1
13913,features[11],139138,3
13914,features[15],588066,0
13915,features[18],1664392,3
13916,features[11],438511,4
13917,features[0],1518,2
13918,features[11],57905,0
13919,features[22],2274084,1
13920,features[4],51350,2
13921,classifier[6],31360,1
13922,features[18],535743,0
13923,features[0],389,1
13924,classifier[3],9773038,3
13925,classifier[0],1170261,2
13926,features[25],1769523,0
13927,features[18],756798,0
13928,features[8],106322,2
13929,classifier[0],1715002,1
13930,classifier[0],90034,3
13931,classifier[3],1545887,0
13932,features[22],292391,3
13933,features[18],1380670,2
13934,classifier[3],5054482,2
13935,features[18],511996,1
13936,features[22],2146540,1
13937,features[25],923502,1
13938,classifier[3],6392206,0
13939,features[4],43286,2
13940,features[22],112391,0
13941,classifier[3],2935240,4
13942,features[15],15508,0
13943,features[22],171426,3
13944,features[8],62479,3
13945,features[0],304,1
13946,features[8],134104,0
13947,features[11],577308,3
13948,features[25],919777,3
13949,classifier[6],27015,3
13950,classifier[0],560261,0
13951,features[18],2003158,1
13952,classifier[0],1857346,0
13953,classifier[0],562264,3
13954,features[4],13143,1
13955,classifier[6],28994,2
13956,classifier[0],1638278,3
13957,features[4],63623,0
13958,features[22],518174,1
13959,features[0],758,4
13960,features[15],601522,3
13961,features[18],639779,0
13962,features[18],1886935,3
13963,features[25],667482,3
13964,features[4],61582,1
13965,classifier[0],1359734,4
13966,features[8],203309,3
13967,features[15],1161816,3
13968,features[4],62774,3
13969,classifier[6],17038,2
13970,features[8],41153,4
13971,features[22],1318077,4
13972,features[18],519408,1
13973,classifier[6],22237,0
13974,features[25],763983,2
13975,features[18],39142,2
13976,features[4],23812,0
13977,features[15],637743,0
13978,features[25],173639,4
13979,features[18],1878279,2
13980,features[15],79644,4
13981,features[11],51150,1
13982,features[25],1937939,3
13983,features[8],29724,4
13984,classifier[3],14126564,1
13985,features[0],154,2
13986,features[25],249082,4
13987,features[18],166658,0
13988,classifier[0],1463839,0
13989,classifier[0],2012667,2
13990,features[25],20402,2
13991,features[15],110908,2
13992,features[8],69661,3
13993,features[4],30825,4
13994,features[18],416744,4
13995,features[0],183,4
13996,features[8],292828,3
13997,classifier[0],1805083,1
13998,features[11],129262,4
13999,features[22],2303544,2
14000,features[11],433046,1
14001,features[25],1268427,4
14002,features[0],1262,1
14003,classifier[3],7591673,1
14004,features[4],67145,2
14005,features[18],1662208,0
14006,classifier[6],7375,1
14007,features[0],20,4
14008,features[15],992228,2
14009,features[4],51703,4
14010,features[11],260530,1
14011,classifier[6],27646,4
14012,features[18],1200972,1
14013,features[18],1740217,2
14014,features[8],127648,3
14015,features[15],60716,1
14016,classifier[6],1379,3
14017,features[4],3246,0
14018,features[0],704,1
14019,features[25],2061058,2
14020,features[11],395899,0
14021,classifier[6],15687,4
14022,classifier[0],954393,4
14023,features[18],1566046,1
14024,features[22],141818,0
14025,features[18],878970,3
14026,classifier[6],16424,1
14027,features[0],294,2
14028,features[0],1011,2
14029,features[0],264,2
14030,features[0],347,4
14031,classifier[6],29016,1
14032,classifier[0],993819,3
14033,features[15],948360,2
14034,features[18],1441240,1
14035,features[4],62571,4
14036,features[8],270410,1
14037,classifier[6],10059,4
14038,features[0],862,0
14039,features[11],264778,2
14040,features[15],752112,4
14041,features[8],293427,3
14042,features[8],279392,1
14043,features[0],1359,3
14044,features[15],506328,2
14045,classifier[6],34151,1
14046,classifier[0],188792,4
14047,classifier[6],33251,3
14048,features[18],771549,4
14049,features[15],324072,1
14050,features[15],685695,1
14051,features[25],1190530,2
14052,features[0],124,2
14053,classifier[6],8066,4
14054,features[22],1799335,3
14055,features[8],68704,0
14056,features[18],1502185,0
14057,features[22],1494611,1
14058,features[15],692867,4
14059,features[18],344356,0
14060,classifier[6],6889,4
14061,features[8],162792,3
14062,classifier[3],8598929,3
14063,classifier[0],125126,0
14064,features[15],978959,1
14065,features[11],299895,4
14066,classifier[0],1533604,0
14067,features[18],250222,2
14068,classifier[3],937866,4
14069,features[4],50121,0
14070,features[4],43238,0
14071,features[0],352,0
14072,features[8],139178,3
14073,features[8],226446,3
14074,classifier[0],949966,0
14075,features[8],181185,4
14076,features[0],1518,2
14077,features[22],200111,0
14078,classifier[0],392695,4
14079,classifier[3],8814496,1
14080,features[22],945151,2
14081,classifier[0],849150,2
14082,features[8],280385,0
14083,features[22],191354,1
14084,classifier[6],24724,4
14085,features[18],240142,2
14086,features[8],126201,1
14087,features[25],2083751,1
14088,classifier[0],786594,1
14089,classifier[0],213046,0
14090,features[18],2100299,4
14091,features[11],367130,1
14092,features[22],298746,2
14093,classifier[0],1267772,1
14094,classifier[0],713643,2
14095,classifier[0],1777932,3
14096,features[0],569,1
14097,features[0],1429,1
14098,features[22],1292598,0
14099,features[18],253914,2
14100,classifier[0],1444829,1
14101,features[22],2086903,1
14102,classifier[3],11654049,4
14103,features[8],285433,3
14104,classifier[3],6623404,1
14105,features[8],125776,0
14106,classifier[3],13726253,2
14107,classifier[6],28100,3
14108,features[4],38209,1
14109,classifier[0],1638661,0
14110,features[22],2273150,1
14111,classifier[6],38795,3
14112,classifier[0],819688,0
14113,features[15],27532,4
14114,features[8],94626,2
14115,features[4],68817,4
14116,features[25],2283017,2
14117,features[25],1131230,4
14118,features[18],664961,1
14119,features[18],1145873,0
14120,features[4],17044,2
14121,classifier[0],202289,0
14122,features[4],24975,1
14123,features[0],1717,1
14124,classifier[3],8302367,3
14125,features[11],55772,2
14126,features[25],600489,4
14127,features[25],1331328,3
14128,features[22],1515508,1
14129,features[15],542015,2
14130,features[4],53526,3
14131,features[8],67158,3
14132,features[0],802,4
14133,features[25],1250277,1
14134,features[4],63493,2
14135,features[4],8384,0
14136,features[22],815342,1
14137,classifier[6],11624,3
14138,features[15],151970,2
14139,features[8],221735,3
14140,features[4],13490,4
14141,classifier[6],105,3
14142,classifier[3],2095238,3
14143,features[0],1573,2
14144,features[11],178623,4
14145,features[11],520582,0
14146,features[25],1142585,3
14147,features[22],1997553,2
14148,features[0],944,1
14149,classifier[6],2808,0
14150,features[22],656956,1
14151,features[8],290633,3
14152,features[4],19744,0
14153,features[22],1162296,1
14154,features[18],2086013,1
14155,features[25],1059810,3
14156,classifier[6],29565,2
14157,features[0],462,3
14158,classifier[6],34361,4
14159,features[15],178695,2
14160,features[25],119324,4
14161,features[18],831269,4
14162,features[0],590,0
14163,features[0],197,1
